file_path,stain,width,height,channels
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block8_x1_y7_patient389.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block14_x1_y2_patient247.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block4_x2_y7_patient508.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block15_x1_y4_patient709.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block17_x3_y7_patient750.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block6_x4_y9_patient471.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block21_x6_y4_patient370.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block11_x3_y7_patient204.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block9_x1_y6_patient607.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block21_x3_y6_patient528.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block4_x4_y2_patient287.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block14_x1_y12_patient699.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block10_x3_y3_patient500.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block15_x4_y4_patient507.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block2_x2_y12_patient670.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block15_x4_y8_patient544.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block2_x3_y10_patient712.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block21_x5_y12_patient173.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block21_x4_y12_patient693.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block5_x4_y6_patient550.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block12_x5_y4_patient488.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block21_x4_y11_patient673.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block10_x6_y5_patient072.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block15_x1_y11_patient553.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block7_x5_y1_patient310.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block6_x5_y3_patient758.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block5_x2_y8_patient695.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block4_x1_y1_patient567.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block10_x5_y2_patient531.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block10_x4_y4_patient377.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block16_x3_y1_patient232.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block3_x3_y11_patient582.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block13_x3_y9_patient676.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block22_x3_y3_patient656.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block4_x4_y10_patient489.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block13_x4_y2_patient094.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block12_x5_y2_patient646.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block22_x2_y10_patient265.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block4_x1_y10_patient326.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block1_x6_y12_patient732.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block22_x1_y5_patient501.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block7_x5_y11_patient682.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block21_x5_y11_patient743.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block9_x4_y1_patient393.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block4_x3_y9_patient228.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block11_x2_y9_patient423.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block3_x5_y8_patient059.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block13_x2_y2_patient362.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block4_x1_y4_patient042.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block6_x5_y4_patient008.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block10_x2_y2_patient222.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block1_x1_y10_patient737.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block14_x4_y1_patient169.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block17_x2_y4_patient696.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block14_x2_y7_patient730.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block2_x5_y5_patient083.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block7_x3_y12_patient641.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block7_x5_y10_patient131.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block5_x5_y9_patient373.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block5_x4_y10_patient549.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block1_x1_y1_patient296.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block19_x6_y5_patient473.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block7_x3_y2_patient598.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block12_x5_y7_patient590.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block3_x1_y10_patient052.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block12_x1_y12_patient652.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block21_x2_y8_patient122.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block2_x2_y4_patient467.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block17_x2_y12_patient593.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block8_x2_y9_patient209.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block18_x3_y12_patient263.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block15_x2_y4_patient709.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block5_x2_y10_patient071.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block7_x6_y11_patient682.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block13_x3_y11_patient449.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block10_x2_y8_patient024.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block7_x2_y6_patient081.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block18_x6_y1_patient495.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block7_x4_y2_patient598.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block7_x4_y4_patient563.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block12_x1_y8_patient321.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block19_x6_y2_patient535.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block10_x2_y6_patient650.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block13_x4_y5_patient344.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block18_x6_y8_patient635.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block15_x4_y3_patient179.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block7_x3_y1_patient134.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block9_x2_y8_patient036.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block8_x6_y4_patient251.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block8_x2_y4_patient440.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block10_x4_y8_patient048.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block14_x1_y6_patient260.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block19_x2_y2_patient202.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block10_x5_y4_patient513.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block14_x2_y1_patient092.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block3_x4_y7_patient322.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block5_x4_y3_patient727.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block4_x1_y2_patient390.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block4_x1_y7_patient508.png,tma_tumorcenter_MHC1,4112,4112,3
/N/project/wsiclass/Hancock_Dataset/TMA_TumorCenter_Cores/TMA_Cores/tma_tumorcenter_MHC1/TumorCenter_MHC1_block9_x5_y12_patient762.png,tma_tumorcenter_MHC1,4112,4112,3
