file_path,vendor,objective,mpp_x,mpp_y,level_count,level0_downsample,level0_tile_w,level0_tile_h,compression,level_dimensions_0,level_dimensions_1,level_dimensions_2,level_dimensions_3,level_dimensions_4,level_dimensions_5,level_dimensions_6,level_dimensions_7,level_dimensions_8,level_dimensions_9
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_324.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,192512x229376,48128x57344,12032x14336,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_189.svs,aperio,41.221699999999998,0.242591,0.242591,3,1.0,,,,73728x126976,18432x31744,4608x7936,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_284.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,180224x253952,45056x63488,11264x15872,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_441.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,184320x212992,46080x53248,11520x13312,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_036.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,102400x77824,25600x19456,6400x4864,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_434.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,143360x212992,35840x53248,8960x13312,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_244.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,167936x262144,41984x65536,10496x16384,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_384.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,159744x237568,39936x59392,9984x14848,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_695.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,184320x294912,46080x73728,11520x18432,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_021.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,151552x299008,37888x74752,9472x18688,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_060.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,188416x249856,47104x62464,11776x15616,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_024.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,172032x131072,43008x32768,10752x8192,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_195.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,135168x196608,33792x49152,8448x12288,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_079.svs,aperio,41.221699999999998,0.242591,0.242591,3,1.0,,,,98304x126976,24576x31744,6144x7936,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_636.svs,aperio,41.221699999999998,0.242591,0.242591,3,1.0,,,,106496x139264,26624x34816,6656x8704,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_724.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,196608x200704,49152x50176,12288x12544,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_548.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,143360x245760,35840x61440,8960x15360,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_466.svs,aperio,41.221699999999998,0.242591,0.242591,3,1.0,,,,106496x131072,26624x32768,6656x8192,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_510.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,151552x176128,37888x44032,9472x11008,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_297.svs,aperio,41.221699999999998,0.242591,0.242591,3,1.0,,,,98304x110592,24576x27648,6144x6912,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_672.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,204800x290816,51200x72704,12800x18176,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_458.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,188416x262144,47104x65536,11776x16384,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_523.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,110592x172032,27648x43008,6912x10752,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_517.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,90112x131072,22528x32768,5632x8192,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_424.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,118784x155648,29696x38912,7424x9728,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_211.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,163840x237568,40960x59392,10240x14848,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_500.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,212992x208896,53248x52224,13312x13056,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_188.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,135168x270336,33792x67584,8448x16896,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_393.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,118784x225280,29696x56320,7424x14080,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_034.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,81920x118784,20480x29696,5120x7424,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_650.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,200704x290816,50176x72704,12544x18176,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_722.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,196608x249856,49152x62464,12288x15616,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_607.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,167936x237568,41984x59392,10496x14848,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_081.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,188416x204800,47104x51200,11776x12800,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_264.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,172032x208896,43008x52224,10752x13056,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_029.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,90112x86016,22528x21504,5632x5376,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_149.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,151552x225280,37888x56320,9472x14080,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_700.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,147456x253952,36864x63488,9216x15872,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_131.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,147456x315392,36864x78848,9216x19712,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_240.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,102400x167936,25600x41984,6400x10496,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_362.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,180224x311296,45056x77824,11264x19456,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_125.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,155648x225280,38912x56320,9728x14080,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_228.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,106496x147456,26624x36864,6656x9216,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_642.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,163840x245760,40960x61440,10240x15360,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_462.svs,aperio,41.221699999999998,0.242591,0.242591,3,1.0,,,,98304x135168,24576x33792,6144x8448,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_001.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,196608x204800,49152x51200,12288x12800,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_601.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,192512x274432,48128x68608,12032x17152,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_033.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,188416x225280,47104x56320,11776x14080,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_608.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,200704x237568,50176x59392,12544x14848,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_662.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,172032x192512,43008x48128,10752x12032,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_056.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,106496x249856,26624x62464,6656x15616,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_036_a.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,143360x237568,35840x59392,8960x14848,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_483.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,163840x278528,40960x69632,10240x17408,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_622.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,196608x278528,49152x69632,12288x17408,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_670.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,167936x155648,41984x38912,10496x9728,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_269.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,192512x184320,48128x46080,12032x11520,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_040.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,151552x151552,37888x37888,9472x9472,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_471.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,180224x270336,45056x67584,11264x16896,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_234.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,167936x204800,41984x51200,10496x12800,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_007.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,131072x221184,32768x55296,8192x13824,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_115.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,192512x282624,48128x70656,12032x17664,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_675.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,196608x233472,49152x58368,12288x14592,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_461.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,143360x147456,35840x36864,8960x9216,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_045.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,151552x188416,37888x47104,9472x11776,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_208.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,135168x229376,33792x57344,8448x14336,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_068.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,167936x208896,41984x52224,10496x13056,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_Hypopharynx/PrimaryTumor_HE_011.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,102400x163840,25600x40960,6400x10240,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_676.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,131072x147456,32768x36864,8192x9216,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_307.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,176128x229376,44032x57344,11008x14336,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_311.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,135168x278528,33792x69632,8448x17408,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_435.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,180224x270336,45056x67584,11264x16896,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_320.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,184320x204800,46080x51200,11520x12800,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_279.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,143360x102400,35840x25600,8960x6400,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_418.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,212992x270336,53248x67584,13312x16896,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_245.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,110592x114688,27648x28672,6912x7168,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_213.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,147456x163840,36864x40960,9216x10240,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_374.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,159744x258048,39936x64512,9984x16128,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_525.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,98304x131072,24576x32768,6144x8192,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_626.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,196608x188416,49152x47104,12288x11776,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_098.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,196608x184320,49152x46080,12288x11520,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_730.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,188416x282624,47104x70656,11776x17664,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_660.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,143360x184320,35840x46080,8960x11520,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_004.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,167936x204800,41984x51200,10496x12800,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_354.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,204800x327680,51200x81920,12800x20480,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_553.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,90112x110592,22528x27648,5632x6912,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_366.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,176128x286720,44032x71680,11008x17920,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_699.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,118784x217088,29696x54272,7424x13568,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_365.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,122880x196608,30720x49152,7680x12288,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_577.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,122880x167936,30720x41984,7680x10496,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_638.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,192512x303104,48128x75776,12032x18944,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_271.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,159744x192512,39936x48128,9984x12032,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_394.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,188416x258048,47104x64512,11776x16128,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_388.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,159744x233472,39936x58368,9984x14592,,,,,,,
/N/project/wsiclass/Hancock_Dataset/WSI_PrimaryTumor/WSI_PrimaryTumor_OralCavity/PrimaryTumor_HE_175.svs,aperio,82.443299999999994,0.121295,0.121295,3,1.0,,,,196608x221184,49152x55296,12288x13824,,,,,,,
